prot	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190808yix_HCCC_b5_14-HCCC_b5_14.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190808yix_HCCC_b5_15-HCCC_b5_15.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190809yix_HCCC_b6_7-HCCC_b6_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190809yix_HCCC_b6_8-HCCC_b6_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190810yix_HCCC_b7_7-HCCC_b7_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190810yix_HCCC_b7_8-HCCC_b7_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190811yix_HCCC_b8_5-HCCC_b8_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190811yix_HCCC_b8_6-HCCC_b8_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190813yix_HCCC_b10_3-HCCC_b10_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190813yix_HCCC_b10_4-HCCC_b10_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190814yix_HCCC_b11_3-HCCC_b11_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190814yix_HCCC_b11_4-HCCC_b11_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190815yix_HCCC_b12_12-HCCC_b12_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190815yix_HCCC_b12_13-HCCC_b12_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190818yix_HCCC_b14_4-HCCC_b14_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190818yix_HCCC_b14_4_repA-HCCC_b14_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190829yix_HCCC_b23_8-HCCC_b23_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_3-HCCC_b24_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_4-HCCC_b24_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_4_repA-HCCC_b24_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_5-HCCC_b24_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_11-HCCC_b17_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_12-HCCC_b17_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_5-HCCC_b17_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_6-HCCC_b17_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190823yix_HCCC_b18_8-HCCC_b18_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190823yix_HCCC_b18_9-HCCC_b18_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190824yix_HCCC_b19_13-HCCC_b19_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190824yix_HCCC_b19_14-HCCC_b19_14.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190827yix_HCCC_b21_7-HCCC_b21_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190818yix_HCCC_b14_5-HCCC_b14_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190827yix_HCCC_b21_9-HCCC_b21_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_10-HCCC_b22_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_11-HCCC_b22_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_7-HCCC_b22_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_9-HCCC_b22_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190829yix_HCCC_b23_10-HCCC_b23_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190829yix_HCCC_b23_9-HCCC_b23_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190808yix_HCCC_b5_13-HCCC_b5_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190809yix_HCCC_b6_6-HCCC_b6_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190810yix_HCCC_b7_6-HCCC_b7_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190811yix_HCCC_b8_4-HCCC_b8_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190811yix_HCCC_b8_4_repA-HCCC_b8_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190813yix_HCCC_b10_2-HCCC_b10_2.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190813yix_HCCC_b10_2_repA-HCCC_b10_2_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190814yix_HCCC_b11_2-HCCC_b11_2.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190814yix_HCCC_b11_2_repA-HCCC_b11_2_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190815yix_HCCC_b12_11-HCCC_b12_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190818yix_HCCC_b14_3-HCCC_b14_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_10-HCCC_b17_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_4-HCCC_b17_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_4_repA-HCCC_b17_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190823yix_HCCC_b18_7-HCCC_b18_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190824yix_HCCC_b19_12-HCCC_b19_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190827yix_HCCC_b21_6-HCCC_b21_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190828yix_HCCC_b22_6-HCCC_b22_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190828yix_HCCC_b22_8-HCCC_b22_8.mzML
Q9ULR0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	487.218	NA	NA	NA	NA	NA	552.162	956.271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1128.26	NA	NA
Q9ULS5	6676.69	NA	926.728	NA	31254.3	NA	44757	10665.2	NA	NA	658.223	NA	NA	6386.75	NA	NA	NA	NA	NA	12650.4	1319.08	20439.1	NA	NA	1105.29	NA	612.802	NA	NA	17931	12843.5	19338.4	6211.3	1599.07	3986.88	1420.9	5634.03	22881.8	NA	NA	NA	1434.83	NA	NA	NA	2016.47	1498.25	NA	NA	NA	758.674	NA	1182.64	NA	NA	1276.57	1712.06
Q9ULT8	NA	NA	NA	NA	NA	NA	NA	987.276	NA	NA	NA	NA	NA	NA	NA	NA	NA	411.73	NA	NA	NA	436.307	1090.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	525.557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	609.061	NA	NA	NA	NA	NA	NA	NA	512.944	NA
Q9ULU8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125.149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULV0	NA	NA	NA	NA	NA	1054.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1780.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1816.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1052.2
Q9ULV4	7530.76	8338.5	7054.81	7010.81	3895.81	3354.97	1592.39	2923.08	NA	3655.41	6584.55	2903.54	2721.42	3004.7	5384.26	4359.54	10995.7	17336	4074.57	4523.81	5470.41	3260.61	3627.28	1861.66	1372.28	3621.55	977.183	4675.03	2467.85	3164.57	3674.91	9714.87	4073.53	9203.92	21111.6	11092.6	9391.5	4785.62	5303.94	9105.32	7307.49	9150.45	12007.3	6090.15	6405.25	10126.1	8816.63	3193.3	7108.25	10650.2	5056.46	6332.3	9962.97	2959.42	14117.3	17985	7795.25
Q9ULW0	NA	4744.75	NA	NA	NA	NA	NA	15487.4	NA	NA	3979.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10946.3	NA	NA
Q9ULW8	NA	NA	NA	NA	NA	NA	2164.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULW8;Q9UM07	NA	NA	706.532	NA	NA	NA	418.913	269.493	NA	NA	NA	2609.27	NA	NA	NA	NA	1305.16	NA	NA	NA	NA	NA	2231.37	NA	NA	200.783	NA	1243.37	NA	NA	NA	NA	NA	NA	601.137	431.067	NA	NA	8795.33	2964.9	NA	20212	24228.4	NA	1964.41	NA	NA	NA	1405.07	2403.92	2100.89	2354.01	1469.39	1645.95	13378	NA	5226.33
Q9ULX3	NA	NA	543.966	NA	NA	NA	406.727	699.581	NA	868.808	989.573	NA	NA	NA	NA	NA	338.671	2114.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	879.65	NA	NA	NA	NA	NA	2050.1	1889.77	NA	1443.34	NA	NA	792.843	NA	NA	NA	NA	NA	2238.5	1210.4	NA	NA	473.683	NA	1206.06	1235	NA	931.958	1997.03	447.608
Q9ULX6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1112.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	298.354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	819.748	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULZ3	2123.57	NA	9077.96	1456.43	NA	568.616	991.879	1730.05	NA	2267.17	7195.57	4620.3	5578.3	NA	805.391	932.011	6082.05	25196.8	3419.19	4390.35	7377.35	366.996	NA	NA	456.961	2110.99	NA	1076.76	NA	NA	906.474	4137.49	1969.74	2231.71	5432.77	9076.03	7486.45	1573.9	2019.11	8399.36	5460.84	8300.51	6095.92	2745.87	2873.16	21459	20066.8	4431.55	5195.73	3204.4	2071.14	1538.64	7980.63	8299.99	11153.6	25970.1	7478.75
Q9UM00	1195.71	9640.16	683.986	669.957	625.131	5790.83	1395.79	9320.16	NA	813.789	10655.5	4776.26	795.26	NA	4450.72	NA	7846.69	5803.47	4713.41	360.7	10110.2	941.716	NA	NA	NA	3635.1	NA	4474.2	8265.91	NA	870.571	7972.72	6310.54	840.92	4849.62	4306.05	8879.92	14337.3	10507.3	NA	120.73	10531.4	7532.23	12455.8	9648.95	4589.35	NA	7778.26	2736.01	2760.54	8526.31	485.056	2330.03	1072.66	93.5884	5816.7	11345.4
Q9UM07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2609.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8795.33	NA	NA	20212	24228.4	NA	NA	NA	NA	NA	NA	NA	2100.89	2354.01	NA	1645.95	13378	NA	NA
Q9UM22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	570.104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UM54	4090.69	2437.07	8322.15	7025.82	6072.84	35445.8	1967.43	17450	8923.59	7360.51	2164.83	NA	1001	864.395	35743.9	55336.3	5786.59	848.532	2441.48	1049.78	1742.84	1267.95	2923.99	932.245	1241.96	14826.7	2137.56	3595.13	4099.91	3475.31	6185.35	2274.1	593.876	1310.85	5395.39	5396.36	27416	4957.51	7126.4	34800.6	3255.46	12484.8	6269.3	31852.9	23132.9	7867.96	4990.05	3931.56	5218.59	2977.41	9085.07	26428.5	13009.2	5501.22	8820.24	4179.24	4785.33
Q9UMR2;Q9NUU7	1194.35	NA	1505.34	634.741	NA	NA	548.315	1752.23	917.941	789.818	1121.71	NA	NA	866.074	890.428	1883	1733.85	2221.8	556.079	559.428	1961.6	2309.73	340.407	989.422	NA	911.481	NA	NA	NA	1064.13	276.934	2254.21	NA	3040.24	2871.2	3425.22	1910.08	1566.48	NA	616.487	NA	1947.38	1622.82	NA	208.582	603.692	1328.81	2492.02	456.646	1061.8	848.75	1052.27	1265.59	2612.95	1236.69	2543.13	2090.37
Q9UMR3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4505.93	NA	992.744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	604.621	NA	1300.02
Q9UMS0	2368.95	264.427	NA	263.651	1077.85	NA	NA	NA	2841.24	2209.29	1482.54	1004.78	2414.41	1776.2	NA	306.519	848.252	1823.1	1744.55	2001.53	1238.49	1683.92	665.651	NA	NA	NA	909.313	1442.7	1551.24	1674.11	3227.99	3003.3	1833.25	2784.63	2785.28	1848.77	2210.32	2197.27	NA	NA	1808.93	NA	NA	NA	NA	NA	1815.26	NA	NA	NA	1081.43	1475.23	1392.36	1294.53	NA	1541.13	1873.45
Q9UMS4	12779.8	3900.76	3040.39	7678.76	4765.63	6235.32	6649.39	6650.29	5033.98	11146	10929.3	4124.31	526.237	1755.79	1969.99	1292.83	9099.36	7988.51	6691.88	9071.09	4622.2	3873.76	4393.06	1338.4	NA	3598.87	3400.43	5915.43	5815.35	2462.98	6635.42	7644.02	5555.85	7511.27	12796	9116.54	11157.9	10302	11411.6	6914.39	5525.76	7043.74	5997.35	9613.89	11281.4	6471.18	5280.39	6645.02	6796.63	2804.06	800.547	2093.57	3913.86	3060.22	5579.82	9298.31	6115.52
Q9UMS6	NA	NA	NA	439.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2026.17	NA	431.793	NA	784.599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2315.11	4451.54	NA	NA	NA	NA	NA	527.713	NA	NA	849.734	1293.89	NA	NA	925.658	NA	NA	NA	1015.65	931.018	NA	NA
Q9UMX0	661.201	NA	1548.86	985.064	1211.83	856.12	1914.37	637.275	1273.92	730.869	734.182	357.273	1079.97	152.508	596.085	394.68	1694.52	1696.63	706.498	1831.23	1709.47	775.278	NA	NA	NA	883.78	NA	1014.74	322.577	NA	513.657	1813.48	1082.27	2356.51	3428.13	1935.87	1616.32	2079.55	NA	1443.49	461.37	1359.77	NA	327.19	NA	1648.14	572.864	NA	1353.84	913.472	1462.36	738.109	807.065	492.306	928.844	1718.59	858.694
Q9UMX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	873.366	NA	618.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UMX5	3133.89	1649.65	2809.05	2850.48	1635.57	12038.6	2484.18	1265.57	24560.8	1262.1	NA	NA	1647.36	1242.03	NA	1088.57	10548.4	6685.42	8595.91	8404.06	7404.95	NA	623.104	575.544	1126.46	1585.85	1635.46	754.35	3632.35	NA	1184.71	1642.7	4520.63	1848.02	6293.06	2128.53	7589.57	13811.4	NA	3798.02	NA	1203	751.099	NA	3246.63	1485.17	2436.29	895.425	1233.18	NA	NA	1329.34	NA	1320.17	1431.62	3409.01	6238.89
Q9UMY1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3654.91	1936.02	NA	NA	NA	NA	NA	2176.47	NA	NA	5864.36	NA	NA	NA	NA	1194.65	NA	NA	NA	NA	NA	2240.38	1286.7	NA	3029.64	NA	2674.24	2011.81	NA	NA	NA	NA	1420.22	2348.4	NA	NA	NA	NA	1512.18	NA	1822.86	NA	NA	NA	1045.28	2078.69	938.736
Q9UMY4	3719.32	3108.46	1703.77	4572.02	988.47	3560.51	1329.96	NA	5599.12	NA	2638.03	2273.73	941.143	818.237	NA	NA	7566.61	2826.33	1868.8	2277.97	1174.77	1697.85	NA	NA	NA	907.507	1194.56	1955.34	1046.86	1499.69	NA	3199.74	2024.76	3599.54	3145.32	3335.41	3930.03	2613.98	3744.04	575.267	1925.27	1634.95	2669.06	2742.06	4068.1	2389.75	NA	NA	1146.95	NA	NA	864.493	700.583	2420.57	4252.59	3955.01	4223.04
Q9UMY4;O60493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9209.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UN36	7682.14	768.932	NA	3908.66	6193.04	14397.9	6271.15	4616.84	3180.34	1091.51	NA	1878.67	9143.46	29205	NA	1166.03	1164.04	NA	5468.92	5646.29	2452.39	1689.24	389.54	7368.46	10588.2	2252.72	6158.42	NA	2856.98	NA	3462.55	1984.1	10055.7	6860.4	7492.95	3160.45	2722.14	20231.7	NA	NA	NA	2013.16	1923.33	NA	NA	NA	NA	1594.73	NA	NA	NA	NA	1315.19	320.626	NA	1566.77	400.704
Q9UN37	443.746	NA	1451.74	469.635	NA	1445.75	756.183	888.749	2444.05	913.529	NA	1812.22	418.184	656.061	827.158	801.683	1671.48	3917.8	NA	1232.08	1377.59	NA	NA	NA	1697.03	NA	361.046	NA	NA	1670.44	NA	1571.44	NA	2219.66	525.063	3319.08	1600.6	1167.15	817.433	NA	1754.52	NA	NA	841.761	859.788	NA	NA	NA	NA	1970.5	NA	NA	2001.62	1341.21	2047.61	4883.46	3066.35
Q9UN42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1996.94	NA	NA	NA
Q9UN81	1845.93	1106.86	802.209	NA	NA	20720.8	NA	NA	NA	2259.56	NA	608.292	NA	NA	34746.9	23694.7	1950.85	348.384	NA	822.243	NA	NA	629.077	NA	NA	449.262	381.031	896.159	NA	NA	1097.43	1712.57	NA	962.958	2201.84	3958.63	4950.84	3273.74	1681.35	3676.97	1434.07	NA	NA	9886.05	9855.1	3259.41	1728.01	NA	529.24	4210.66	1629.61	2665.55	NA	554.948	3136.22	NA	4583.77
Q9UN86	NA	307.561	NA	NA	NA	7005.56	207.91	504.77	NA	566.578	730.49	3797.38	NA	NA	NA	NA	3667.99	911.439	627.741	1273.64	706.547	1067.18	1885.81	NA	NA	528.439	NA	1061.13	NA	718.952	629.385	569.022	NA	NA	2765.26	1611.08	1469.51	2127.76	944.612	1302.33	NA	1589.25	NA	NA	NA	1955.39	802.258	1047.6	286.261	NA	NA	697.392	1559.49	NA	573.605	1212.06	1925.34
Q9UNE0	405.409	NA	NA	890.865	NA	NA	NA	NA	3104.2	NA	2171.33	NA	NA	NA	NA	NA	NA	1178.51	NA	NA	645.164	NA	NA	NA	NA	NA	NA	NA	2736.81	3569.27	NA	703.133	NA	NA	NA	NA	1374.59	1669.81	NA	585.338	NA	NA	NA	NA	2391.64	NA	NA	NA	NA	1924.87	642.836	697.435	732.466	NA	1469.93	4432.97	2249.54
Q9UNE7	1672.06	1787.93	1110.75	1287.58	1720.86	1814.3	1558.58	993.027	2276.88	NA	NA	NA	841.992	NA	NA	NA	NA	1591.4	2000.36	3626.52	1134.96	3653.9	NA	NA	947.799	865.655	602.762	1692.7	NA	5616.25	1914.88	1077.55	NA	2113.78	NA	1515.95	1849.38	2026.2	NA	NA	NA	NA	NA	1927.39	2029.35	NA	2081	2268.22	NA	NA	NA	NA	NA	1785.7	3253.9	3109.66	3473.88
Q9UNF0	14810.6	3615.68	2896.18	2482.53	1541.43	3338.53	287.274	2881.49	2583.36	5514.32	5945.31	2798.18	2609.97	2244.35	1317.91	2013.36	7898.3	6221.04	4124.72	3592.18	2213.95	1563.59	2415.15	NA	NA	3679.41	1190.71	3055.99	1262.01	6407.6	3175.88	7045.81	3820.48	6675.4	4714.06	6188.06	6024.52	7342	3347.07	2563.88	2373.53	4836.1	5073.55	3585.53	253.331	2969.71	4664.72	2466.08	830.175	1092.51	3869.52	3225	1156.31	4118.12	3341.84	6504.55	6804.46
Q9UNF1	NA	NA	862.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	487.366	NA	7342.61	2235.82	2848.74	1798.93	NA	2578.46	NA	NA	NA	740.888	NA	NA	NA	1645.21	NA	3499.32	3187.17	3377.17	3860.96	3222.13	NA	1748.34	1824.24	NA	2728.83	3407.2	1703.62	693.897	NA	4649.47	NA	2052.32	NA	NA	597.207	1868.34	NA	2202.91	1360.66	2995.95	6532.82
Q9UNF1;Q9Y5V3	1308.39	NA	NA	NA	NA	NA	892.725	NA	NA	2135.9	NA	1682.53	NA	NA	NA	NA	7342.61	2235.82	2848.74	1798.93	1733.74	2578.46	750.433	NA	NA	NA	NA	NA	NA	1645.21	NA	3499.32	3187.17	3377.17	3860.96	NA	1399.38	1748.34	1824.24	1404.5	2728.83	3407.2	1703.62	NA	NA	4649.47	5309.44	2052.32	NA	NA	597.207	1868.34	NA	NA	1360.66	2995.95	6532.82
Q9UNH6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	370.982	NA	NA	NA	NA	NA	NA	NA	872.01	457.435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	730.47	415.704
Q9UNH7	2798.98	769.518	1172.11	2994.75	1622.96	302.282	1212.3	1277.14	1199.6	1423.94	1646.21	1692.77	677.222	775.672	479.188	NA	2009.87	3848.25	1594.58	2222.8	3845.39	1267.78	842.09	NA	408.609	NA	1848.48	2234.89	1624.73	347.207	2165.81	3488.03	2696.08	3159.81	4909.68	3165.77	4024.2	3468.65	1937.09	1366.93	3022.02	3042.29	1623.94	77.0648	2166.31	2711.7	1948.47	2090.9	836.764	943.86	794.956	NA	2166.53	2265.05	3926.77	3584.08	1040.96
Q9UNH7;Q9Y5X3	2135.98	NA	NA	NA	724.121	NA	798.098	NA	853.811	NA	937.945	443.114	NA	573.905	793.549	375.235	1121.01	1502.21	1187.5	767.675	536.399	NA	NA	NA	NA	NA	NA	680.967	804.736	NA	552.235	1298.57	413.761	NA	2527.06	1235.59	3015.96	758.299	1194.02	NA	989.506	1004.22	704.242	307.632	NA	NA	NA	NA	234.412	NA	NA	NA	NA	588.039	663.454	1139.01	536.231
Q9UNI6	NA	NA	NA	NA	NA	NA	NA	122.557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	349.843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNK0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	909.008	276.894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	892.504	NA	NA	NA	372.379	NA	587.448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	562.848	NA
Q9UNL2	NA	422.146	2064.96	2351.62	NA	2027.73	NA	1194.97	NA	NA	2694.47	NA	NA	NA	2742.33	1638.85	1460.54	4523.21	3582.83	3580.41	2464.1	965.903	NA	NA	NA	3618.63	2450.79	NA	666.372	NA	1058.24	4560.13	1738.08	2776.34	9348.96	4070.84	2497.22	1002.43	NA	NA	NA	1595.28	1317.83	NA	NA	NA	NA	1475.23	NA	1224.9	NA	543.191	NA	1537.72	1974.77	2543.61	3765.2
Q9UNM6	6654.57	9999.73	6989.98	9548.05	1607.76	2219.12	3931.2	4690.96	3051.1	4050.81	6599.87	2704.41	3104.95	1262.55	4269.27	3701.45	8332.69	4160.92	3700.08	4558.61	6633.16	5478.5	2570.54	2968.13	918.548	1292.69	2787.26	4667.07	2872.76	5467.03	4735.88	4909.84	6184.9	6217.5	10519.4	6261.51	8977.71	9249.7	7888.91	7515.84	4829.55	3419.7	8376.01	3449.4	1440.5	5386.35	6678.79	6899.29	3938.41	1577.77	4773.95	3459.38	3276.04	5982.74	3784.17	6436.93	7287.31
Q9UNN5	NA	NA	NA	NA	NA	NA	NA	NA	NA	546.575	NA	NA	NA	NA	NA	NA	NA	NA	532.17	NA	NA	NA	NA	317.142	NA	252.447	NA	NA	NA	NA	355.394	508.884	367.541	448.998	649.219	461.62	307.074	834.083	NA	NA	NA	NA	NA	NA	380.045	NA	384.664	NA	NA	NA	NA	NA	NA	NA	NA	971.373	1224.65
Q9UNP9	NA	NA	437.331	1362.66	NA	381.999	NA	NA	NA	377.567	923.843	NA	NA	NA	NA	NA	NA	2012.42	NA	933.646	NA	662.534	579.281	NA	NA	279.475	NA	NA	NA	553.827	NA	694.27	NA	727.43	2117.97	422.448	NA	449.351	NA	NA	808.627	844.774	NA	956.422	NA	NA	555.683	NA	752.634	NA	NA	NA	NA	NA	471.076	1006.48	609.227
Q9UNQ2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	407.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	338.697	NA	NA	NA
Q9UNS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4110.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
