"","C_T_13","C_T_14","C_T_15","C_T_31","C_T_32","C_T_40","C_T_44","C_T_49","C_T_52","C_T_55","C_T_58","C_T_6","H_T_1","H_T_10","H_T_11","H_T_12","H_T_16","H_T_17","H_T_18","H_T_19","H_T_2","H_T_20","H_T_22","H_T_23","H_T_24","H_T_25","H_T_26","H_T_27","H_T_28","H_T_29","H_T_3","H_T_30","H_T_33","H_T_35","H_T_36","H_T_37","H_T_38","H_T_39","H_T_4","H_T_41","H_T_42","H_T_43","H_T_45","H_T_46","H_T_47","H_T_48","H_T_50","H_T_51","H_T_54","H_T_56","H_T_57","H_T_7","H_T_8","fd","P_value","P_value_adjust"
"Q9BY49|PECR_HUMAN",1030670,129671,10159600,0,0,146247,99722.6,339178,161772,958388,364877.5,676367,1273040,20938200,612157,4303070,963653.5,9588520,1288355,4300160,2133690,2937560,39557300,7943350,421959.5,3409830,12270070,2345190,7882210,6391570,4089100,7467070,8013480,11341300,2963730,24431000,1820890,20154500,1650950,984617,443780,44775800,8774340,1227215,32220800,8865580,13798200,24100000,5245010,17941900,6557250,5087330,10492800,3.02426858448124,3.889276513446e-05,0.00114519568531238
"Q9BYD2|RM09_HUMAN",0,0,18048.2,0,0,622541,0,53966.3,0,180850,307217,0,103122,0,214441,197715,0,209769.5,276202,0,589962,0,484569,408484,22704.4,529890,412047,285946,0,329277,322382,212880,1853650,193606,193173,57605.5,320423,567209,68347.6,185757,0,516896,475890,105739.95,741267,707516,397503,299626,252531,790292,378789,0,173369,1.67232259671832,0.00747661993546763,0.0397617426394091
"Q9BYD6|RM01_HUMAN",292822,32667.5,94446.5,0,0,1000290,265924,137210.85,54567,373981,838582,0,482042,0,120011,615914,0,629642.5,595127.5,0,507908,213473,414637,384300,39207.2,898102,911708,297744,166870,1370410,479625.5,1349730,804618,823159,1221880,619473,1113120,1830280,359944,281820,0,1286750,1713650,315539,2350870,1482610,304328,1740190,1264140,2552900,1660270,0,695283,1.59493580808302,0.000769250095902267,0.00785026449220453
"Q9BYN8|RT26_HUMAN",0,0,51895.1,0,0,227480,360774,309312.5,0,0,1115584.5,0,905907,71002.2,126454,467189,0,499510.5,817234,62722,58806,172435,990212,571841,0,1349250,1184475,64712.4,59167,166403,639316,192262,1142410,0,1920800,371477,1804300,3253970,427065,0,0,527963,2539300,338642.5,603782,1555980,345600,519657,0,2907280,121109,56291.9,441579,1.95080221956659,0.00321297974201044,0.0214834551707969
"Q9BYT8|NEUL_HUMAN",378490,731743,703504,217597.5,248003,1568750,311224,183203,1377190,811095,702247.5,358019,1305320,867059,198632,274756,289214.95,1676285,367881,99035.9,1936560,1038550,107327,523759,115067.5,851098,565179.5,277741,449722,503483,584885,426682,3277940,2548540,2392930,2588080,1981170,1200450,553898,592918,300118,1186120,8066380,1012241.5,5801640,591572,1409980,5792760,730968,2935850,2935740,986150,690619,1.21082315821602,0.00724870935761056,0.0390347863812938
"Q9BZE1|RM37_HUMAN",0,0,21830.4,0,0,390337,0,58262.35,0,89019,167588.05,0,106753,0,0,150776,0,122048.45,314332,0,144602,10868.1,460012,200121,0,271040,275094,52309.7,0,326569,201750,260329,455008,208325,173284,184205,365318,400066,0,0,0,229605,609492,87129.65,790176,314945,324058,190447,352114,586896,278356,0,0,1.76558338459468,0.00301147059456027,0.0205426458517347
"Q9BZH6|WDR11_HUMAN",0,0,0,57411.7,0,623912,114339,607961,299733,558765,331008.5,0,0,100149,155848,143948,23536.8,262158,891784,0,393267,189658,553552,85595.8,118137.5,682784,295836.5,256291,0,681798,261575,0,412447,1110930,2186690,441785,839023,1063170,49581.9,691006,191358.5,1238250,1039690,227922,962551,851410,308498.5,988722,878744,2222740,1177550,0,238231,1.32625721732807,0.0062248041354602,0.034866507631343
"Q9GZT8|NIF3L_HUMAN",983077,0,364955,0,0,1276300,61313.3,133346.65,64785.8,556392,505433.5,57785,0,261324,301109,293974,249897.5,508736.9,419788.5,115285,261532,115236,951455,277151,115494.15,1027570,1170835.5,208663,113707,874468,635640.5,516787,273669,946236,2070700,1453600,1231580,1951430,357981,99354.6,160948.5,1439570,1756550,409404.5,2846760,2051000,958327,1765380,721419,1907960,711029,125055,765380,1.24508959428604,0.00940982917776142,0.0468957247609088
"Q9GZZ9|UBA5_HUMAN",743671,73640.5,644812,62515.7,0,1837930,34573.5,488381,979604,625120,604010.5,142430,981589,488423,637797,292137,227237.5,1523689,1576985,464505,1054010,206025,1889850,2673000,291552,638316,838508,1396260,222630,1120340,637436.5,1867050,1448180,1028260,1701960,1048910,2343480,1608450,538863,1071860,873926,1461070,1430720,520352.5,3271180,973471,1453076.5,1686130,5847310,2073380,1882470,175847,1897220,1.32441056047765,0.00112745083883824,0.0103535149277578
"Q9H008|LHPP_HUMAN",284828,35184,597085,0,0,1432440,264903,247153,204659,1836960,330783.65,0,0,1906280,137496,596080,355588.5,258273.5,1216262.5,1089160,138427,42531.1,357634,1461860,171743,296249,109739.05,1168590,781694,1295900,277295.5,156923,1570260,5018560,5687270,3731520,1144160,14210500,1500990,791342,21205.6,3069410,1666690,1806680,9202520,2374110,4053705,2360930,1916320,4791720,3894970,1093790,581133,2.20241491241966,0.00128208955934578,0.0112428044828423
"Q9H061|T126A_HUMAN",0,686714,469451,87703.75,0,729290,0,9001.34,766857,254098,226951,201224,623690,296638,292701,330978,0,354041,764181,118990,753126,834446,1292360,662135,0,726459,337973,728790,315275,1306420,683287.5,526249,1740080,693017,1118840,783082,358848,679637,471432,8459.3,0,549092,581205,873873.5,1215100,747581,269041.5,184046,1107930,1559160,813937,211919,946337,1.14132967123583,0.00408836398388757,0.0255532701193518
"Q9H078|CLPB_HUMAN",576222,549260,509265,126764,0,540617,564269,60716,654980,400389,606549.5,214602,854293,1200020,453914,580059,0,1593440,2249555,391070,1402710,218745,2246720,191786,113679,999227,2427830,1186020,675176,1895640,1126061,3129730,2454810,996740,2203840,1382340,1844280,2312740,994579,242933,46252.2,1033220,1181120,188904.65,1738910,1188840,1078434,1840200,1979390,1985870,1044910,604844,1136540,1.61907619253361,2.74927894115183e-07,0.000110297634520335
"Q9H0E2|TOLIP_HUMAN",853030,490698,1648770,456386.5,360208,2926710,1140370,1723279,1188990,1885490,1505850,638309,1168130,2072430,1059900,1516810,582312,1769435,2557385,527373,1429410,968462,944204,2001480,907030.5,1637630,3713075,4489880,959855,2897230,2234700,2418540,4329410,3425170,3180480,2410480,2419940,8793650,1424330,1220580,1505775,4506760,3691370,1607765,3887230,4052320,4086585,2939840,1617950,4972640,3557330,1438420,2832700,1.03517375937718,0.000328679367397339,0.00436810115801971
"Q9H0M0|WWP1_HUMAN",161407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319801,97088.85,0,669410,23820.7,34977.2,0,9229.87,42332,0,0,0,731616,0,0,186240,131274,233143,59452.8,90026.9,104078,0,0,0,263064,600871,0,82895.9,338392,144311,180705,87951.5,289521,67133.4,0,0,3.11785824353147,0.00210883097083974,0.0158247869991353
"Q9H0R4|HDHD2_HUMAN",148425,0,54213,0,0,951843,182079,6488.29,269143,499265,283379.4,0,0,639758,0,11379.7,178265,67941.85,119536.65,70574.8,105984,0,168893,10324.9,45405,110464,209189.5,166519,0,57681.6,246711,156469,242417,1589750,2093180,1424760,859090,1908940,170040,416415,217242.15,1357610,1216720,891309.5,2734620,1042930,784570,189443,1027650,1368980,1141850,100628,108431,1.50674641789599,0.00905617995156604,0.045610172072118
"Q9H0W9|CK054_HUMAN",151263,0,1416510,223261.5,0,2282660,285761,0,902567,1164670,700604.5,0,258101,1921500,226581,272897,1060643,622805.5,776890.5,330137,844946,62705,4830890,1236370,509540.5,2683170,1512575,842516,676031,1172690,1602275,664444,5571340,5382390,3020340,5913520,6780320,18843300,2871670,629722,781968.5,4411240,4381000,2178775,23010200,3770710,4984670,5751970,5384360,3433300,2486180,772517,2577560,2.47134930358805,0.000629420137044007,0.00685950400625719
"Q9H1E3|NUCKS_HUMAN",404005,242981,153560,383488,141964,2043710,0,16814.3,771860,0,162506.8,298530,185967,188826,299209,292215,150321.5,1150145,3379780,55564.1,590139,225632,457845,907032,127469.5,1287380,1483615,2289820,519592,903526,266045.5,128058,2520870,1550110,570395,2583440,1228040,1711620,3289930,406924,72561.4,315073,469648,2163820,807751,1136320,1071327.5,637253,1622110,319370,545906,469064,3446830,1.40604596401129,0.00740835757330922,0.0394641056125078
"Q9H1H9|KI13A_HUMAN",77932.6,6420.37,0,0,0,77891,0,25103.2,43275.5,0,0,22643.4,46887.6,67819.3,0,19334.4,43637.2,47476.2,203510.5,28433.3,129738,19749.4,6848.54,41775,0,38564.8,39305.6,20572.1,15420.5,107895,0,87461,133669,342182,290525,25473.7,164307,381346,40194.1,0,54337.9,211606,0,47622.7,49814.9,0,58319.4,135484,76659.4,19679.6,247697,29635.7,156823,1.98681126619274,0.00070185304888013,0.00747130136113027
"Q9H1K4|GHC2_HUMAN",0,217365,1612880,228762,0,0,0,341031,0,0,48558,0,3908140,2082580,0,480655,0,3851550,1794095,999031,4629060,0,2045960,408371,0,6295370,5128530,9205440,1339360,7495020,207494.5,3205450,8207330,2006460,3000900,4678730,435369,7600310,337025,0,1259500,0,5561360,0,3008130,0,0,566844,6036080,14195300,783831,605124,0,3.73452230751275,1.85722522319686e-05,0.000794768580513376
"Q9H1X3|DJC25_HUMAN",0,0,92036,0,0,0,0,0,0,0,0,0,33865,97270,0,0,0,72499.6,62151.9,9049.39,0,0,100984,9684.37,0,37761.9,80876.9,80689.4,62858.7,0,0,35846.8,99807.7,47953.5,28772.3,212215,0,72241.8,39474.1,34223.1,0,71319.6,31966.5,0,0,110358,75075.85,116903,87938.6,146998,0,45802.1,0,2.59854667616644,0.00105691490908471,0.00988970379214977
"Q9H2F3|3BHS7_HUMAN",20773.8,0,227525,0,0,0,0,0,109478,0,0,0,0,136879,0,7595.43,78199.8,234463,552981.5,44948,0,289655,578382,61136,91874.15,80456.9,47875.25,51266.8,154862,169168,33346.5,79990.6,891536,226732,146047,156163,138613,571961,232028,40248.8,0,177093,433049,86775.95,264193,0,253994.5,1331230,608896,228041,47135.9,316004,605711,2.95036896222337,9.91311942321038e-05,0.00196396029560455
"Q9H2K0|IF3M_HUMAN",0,0,0,0,0,0,0,0,0,0,33190,0,0,0,0,0,0,0,93184.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417978,1604010,276037,115514,728406,0,0,0,372461,132595,57114.2,0,0,122119,582995,266799,992581,0,0,0,5.66703606244442,0.00914655672549945,0.0460123413957531
"Q9H2M3|BHMT2_HUMAN",0,0,185825,0,0,0,225317,0,92510,1327590,315762,0,306124,3119740,0,0,0,1350140.5,0,2150950,293777,720979,1937340,547159,0,0,1251514.5,0,1072150,175357,846306.5,273438,0,9061540,5409950,12952600,9194610,15035100,0,270611,0,9899650,2852040,552312,19946700,308526,5344645,14089000,2059550,8657270,304734,1219780,204909,4.16300043195965,0.000428565392714324,0.00522491402789752
"Q9H2M9|RBGPR_HUMAN",753817,148561,121408,13949.8,23178,1044110,18143.5,470138.5,392117,543355,459854,98775.9,379022,0,431775,383361,151407,1233198,470491.5,11391.5,383332,102533,798868,265419,48627.8,484171,859378.5,641234,159298,1295000,283364.5,71773.5,760719,603286,2080490,916840,364102,801793,448070,1164610,391015.5,1639330,1196270,546362.5,1104230,1228960,589772.5,674620,2301870,922952,1283490,65301.7,1245520,1.04338191338525,0.00825063903767676,0.0425388369340137
"Q9H2U2|IPYR2_HUMAN",2494030,1251300,2384920,707334.5,1129180,6020040,2438360,1886128.5,1656820,2444610,1316917,1788880,631500,3120820,1293640,702177,502715,2582880,3332190,1631340,3251080,719330,3865040,2700340,638877,2583820,2809595,2402380,1278800,7154470,1821065,4343300,4483490,6828460,8605880,8008790,8024750,10182500,1985430,941451,656052.5,17361900,7819850,2601350,10718600,9102800,5263930,28847600,10286500,9157400,7127340,1604660,3418810,1.27087996843202,0.00200975956675384,0.0153214330866899
"Q9H2W6|RM46_HUMAN",354257,112996,431477,54240.15,0,1130740,270549,50176.6,180575,284560,624670.5,0,1086160,291796,211754,780895,51389.7,1347218.5,1014640.5,161474,654532,437562,1237950,697726,67267.1,1017610,1226320,418939,392158,1153400,1001278,1136910,1710380,1015800,2822250,880325,1255980,1587790,392150,206607,0,986354,2504530,385970,2816290,1273050,940978.5,1622110,2785300,2288340,917238,281678,488889,1.79917275564227,2.22511607613266e-05,0.000839647257368367
"Q9H446|RWDD1_HUMAN",22363.5,0,200961,32543.955,0,296888,0,0,247661,662917,165570.5,0,715224,309054,0,152332,9459.64,71463.75,956865.5,156094,548767,300932,375947,41556.4,74437.5,553892,603152,448175,0,477273,693511.5,228611,919003,1463350,475510,340803,1166080,962205,47753.1,0,0,559988,1159880,123325.75,866126,975256,387503.5,176968,784210,1115890,484094,19139.2,0,1.75185208076139,0.000545550438637528,0.00620467077815505
"Q9H477|RBSK_HUMAN",240059,779595,560118,263398,210800,150809,136254,0,340172,488329,299650.5,0,93017,1946410,322712,160531,328980,587498,920115,602040,970987,135488,2122080,134702,615384,1353150,1337557.5,116796,444128,992607,913464.5,645681,1373260,1917460,1833200,2301720,1230380,3123380,526530,135296,72429.95,2940600,1736850,177751.5,7550060,576791,1791075,1719410,895804,2044370,540507,912436,405402,2.03415508731511,0.000117607667133519,0.00217557237847279
"Q9H479|FN3K_HUMAN",193532,44585.8,442595,133894,0,1841610,57428.8,191346,0,640276,0,312085,1219750,442660,894816,552718,418606,250091,3147715,348672,122201,78520.7,2046610,887759,1008511,466338,1874205,2599920,492264,832707,1448550,3681590,2472290,2930390,16991200,1277720,1912320,4979060,383394,38001.2,0,561058,2092560,613330.5,3840530,687699,1369900,2270690,5405500,14143800,3903930,347405,1079040,2.7734791638491,0.00130006103689344,0.0113093828422613
"Q9H488|OFUT1_HUMAN",298942,115113,373400,40432.65,0,528161,0,244597.5,242026,382971,1625850,52335,108573,822361,663871,590923,256730,970248,1949625,370218,514756,184830,2525850,895655,279389,1194460,1361734.5,855911,678790,2117740,1572580,1064900,510691,2029490,1441190,1962510,1461390,2750370,763513,973292,153505,925503,1768120,316478,4928290,3342330,1258630,3438870,1273940,3658670,3311160,181284,1185210,2.08559721454819,1.36798287583245e-05,0.000656489848232464
"Q9H553|ALG2_HUMAN",139401,121002,527386,43154.65,0,625651,0,208595.5,478490,706126,163162.65,66122.5,194640,0,335283,243533,0,152361,307814.5,87781.9,194509,437585,941855,167086,0,415227,588387.5,324400,36456.5,989653,442544,0,1729290,365896,883679,729147,457366,1541280,21137.9,1000170,75769.75,2225180,1742600,721930,938419,2452150,1540745,832783,2997570,2028030,843222,0,259003,1.47499848109864,0.00187638325798737,0.0146552877342912
"Q9H5Q4|TFB2M_HUMAN",0,0,0,0,0,82648,0,74838.4,13635.2,68138.7,293518.5,56321.8,123616,0,98867.1,211989,0,1491418,176298.8,0,79445.9,0,314650,0,0,827301,1586295,30639.7,129081,311622,501987,34375.7,1003310,194965,361604,268557,40570,1046270,242329,47374,0,599272,1023550,257501,1277880,384033,522689.5,710374,1515130,820596,280462,0,0,3.03644687778646,3.4489102205019e-05,0.00105421689073341
"Q9H5X1|CIA2A_HUMAN",0,42612.1,319722,62608.2,0,0,92665.1,310671.5,89788.4,0,221902,0,841035,0,33030.1,133654,96242.9,422752.5,125570,154280,0,18550.7,474569,0,159404.5,216098,153926.5,217848,84649.9,939341,110534,896936,648740,324086,4945510,304896,2318170,1231110,52946,431602,243446,508609,1320750,93187.4,858818,364749,141239.45,1228060,1023760,4026580,1610340,112042,76482.6,2.790283328796,0.00129880772028516,0.0113093828422613
"Q9H6R3|ACSS3_HUMAN",0,211208,3270680,0,55954.5,0,0,0,5556.71,167401,72109.5,0,2327250,6739480,0,803783,191461.5,3385700,3043690,1549840,536042,333888,3976870,246886,238106,954770,2521655,753621,1240840,7996740,368588,2210280,5795320,8188360,7033240,4717050,2202360,8533780,672418,193967,0,8046970,3230860,250719,14206800,460205,9066480,6458220,3559730,13831800,8131920,579377,2397450,3.50735600680245,6.30147255761795e-06,0.000434937122014512
"Q9H6S3|ES8L2_HUMAN",755836,181249,819115,255926.5,269429,729830,777647,481446,1610380,832639,1081454,418949,1027730,924286,642718,807114,244498,872552.5,1667090,448575,1003400,458117,1007170,594695,272350,1360190,492507.5,700586,668573,1520130,205998,2062860,1390980,1396330,3560290,1522650,3390110,1658390,335256,108616,12203.5,1398170,2462280,307617.5,3478800,892827,663280,2452270,1326140,4912380,2685020,348291,2233180,0.931247364773248,0.00431186609433442,0.0266646131594727
"Q9H6V9|LDAH_HUMAN",20737,10313.2,153508,0,0,408105,32578.8,111198,114490,94241.1,106731.9,0,8893.26,135948,76709.9,55504.4,0,237242.5,761473.5,30639.4,124928,152561,376324,0,169366.6,297705,139034.8,15675.4,28676.3,228592,211214.5,97103.4,288426,245153,217605,324407,152483,317181,37589.4,79075.1,72842.55,203228,586434,100656.6,939002,278206,313071,250834,478900,257848,298173,65594,217701,1.30366844907369,0.00772905775476163,0.0405333510848161
"Q9H6W3|RIOX1_HUMAN",0,0,0,0,0,0,0,0,0,0,49888.33,0,0,0,0,0,0,93809.7,66381.7,0,0,0,28683.8,0,0,88105.6,0,63256.1,0,166710,0,80781.9,53168.6,67044.1,285832,0,45234.6,58505.1,0,11674.6,0,0,262396,60448.6,232616,194910,0,312400,0,0,177464,0,0,3.78487042677895,0.0006092482386185,0.00667365946022552
"Q9H7H0|MET17_HUMAN",0,0,0,0,0,0,0,0,0,0,38742.75,0,0,0,46821.4,10228.5,0,45296.5,147627.05,0,289285,183855,17042.5,0,0,185227,154715.75,0,0,92724.6,305923.5,77049.8,244841,0,226927,0,83445.3,0,0,0,0,0,381511,36803.5,0,102541,0,29707,271775,121309,56797.7,0,0,4.55492928815754,8.52422657924689e-05,0.00181182153682734
"Q9H845|ACAD9_HUMAN",206881,237532,487973,149133,74533.2,3516710,118394,1041869.5,574463,900107,952248.5,325465,572760,1412570,223529,819486,118158.5,2254365,2614300,484585,1212000,224123,1213550,512528,166838,2071010,1092639,1667260,286025,2011080,1692800,1713130,1503910,2638820,3683440,2990700,3713630,4423460,1068750,1595140,585340,1999630,3593640,786965.5,2663500,2625860,1797455,5059960,1394700,7323080,3114070,474809,1302090,1.38672678748762,0.00323042223167712,0.0215551770323653
"Q9H8H3|MET7A_HUMAN",740116,2708510,10992800,418754,1647640,76628.5,305342,252367.5,349330,915760,1259120,154909,2734970,7090890,391456,3201320,1912235,5961590,6074620,1340370,2471910,1098940,14500400,6439040,557262,8211500,8791830,10906100,5571070,5198080,3814980,4838330,6962020,5905150,7422730,10674400,3415980,10110200,3859230,718038,83636.8,6749890,5481920,1479800,15451600,3884190,13252500,7429270,7651040,8063650,10966900,3793110,3112540,1.81066981237643,0.000766057238960674,0.00783012964472702
"Q9H974|QTRT2_HUMAN",0,8927.62,0,20443.69,0,32579.4,0,13632.2,0,175043,283876.5,0,71321.3,0,47860.8,138323,0,81955.5,82791.05,17419.4,96064.5,0,234490,0,31401.45,430624,252330.2,86007.3,0,112974,71450.4,71575.8,96707.1,259868,545406,158546,147396,173574,0,119215,0,108095,599678,113869,258630,339494,98005.2,154044,0,648191,325100,0,101987,1.73388262636765,0.00769436417394245,0.0404174497811265
"Q9H993|ARMT1_HUMAN",0,99282.8,348783,80424.1,29828.5,969871,246104,203563.7,165283,397146,237806.5,0,901459,665879,319151,174483,93570,541501.5,1883210,336375,667692,229808,210935,438083,206803,622749,1179566,715488,530385,1017290,602688.5,1062710,724587,1095030,700670,693298,542796,1145540,614720,556928,847840.5,951687,898313,111070.15,1102780,449830,358460.5,855609,779662,1835260,752599,224137,793216,1.58285382292397,7.52499071157269e-05,0.00166936064295166
"Q9H9B4|SFXN1_HUMAN",2487260,3100950,12299500,441681,889022,4523060,1275560,490511,3331700,4171080,1612665,558250,3402800,4217030,1435090,2708440,1111340,10679350,4493155,4312770,1689270,2581600,25882700,5469990,667096,7873350,6872445,2266050,3282270,4627260,3299995,4885820,16896000,8723520,16357400,13946200,9682650,20796900,2882450,1769900,722962.5,5837450,19147900,1987465,30753500,17571900,7916205,37710800,12223900,24111600,6820080,3475830,5362750,1.60816907033816,0.000791101933001216,0.00799756359835851
"Q9H9J2|RM44_HUMAN",0,0,12899.1,0,0,245994,0,0,7110.29,0,202243.4,0,289748,0,0,307749,0,271330,271132.5,0,26582.9,21413.5,117303,35173.9,0,424395,677485,0,11206.4,99540.4,508345,202784,1287290,29746.6,24768.6,0,52262.1,226187,282116,20089.6,0,457807,1177300,30566,517034,172887,154964.55,195659,55216,236854,72468.9,0,6803.13,2.3689460661751,0.00304259587156255,0.0206671141794286
"Q9H9P8|L2HDH_HUMAN",300003,143817,497217,42406,0,894020,61334.1,87142.9,208095,331253,281368,9063.41,162994,468845,207273,107569,60915.5,714062,878161.5,197646,737958,130056,1299050,516101,119380.45,929151,946344,853038,529015,877329,577951.5,469763,1690080,1075490,1017480,1088440,844967,3872010,289684,216225,49956.7,1649660,1747040,234043,1135480,796430,295293,1520130,660312,2907290,1018290,388162,442407,1.78915189888492,0.000115759189019577,0.00216539567082702
"Q9HA64|KT3K_HUMAN",872776,0,313936,158935.35,134079,747782,687794,251345,438927,829141,202223.8,363418,226469,231760,816602,54606.3,330045.5,421296,837342.5,84321.9,158886,75569.4,1588760,370705,1176104,181364,470672,219058,0,748396,1280855,1550660,1280780,815287,4244000,482134,634078,2041090,648094,623383,778172,319355,399029,621032.5,2383710,1450610,646333.5,1046190,1628230,1233700,714420,596573,418692,0.985540923827046,0.00874773448900259,0.0445648473689743
